profession,currency,vacancyRichText,education,experience,firm_name,town_name,region__title,country_title,client_staff_count,position,salary
Стажер-сервисный инженер по системам кондиционирования,rub," Стажировка в КРОК — это: Старт карьеры. Стажер с первого дня становится частью команды и погружается в реальные проекты с возможностью влиять на бизнес-результат; Путь до junior-специалиста в среднем занимает 6 месяцев — все это время рядом будет наставник и команда, которые будут помогать в адаптации, делиться опытом и помогать достигать профессиональных целей. Ищем в команду Департамента инженерных и мультимедийных систем СТАЖЕРА ПО СИСТЕМАМ КОНДИЦИОНИРОВАНИЯ Ваши задачи Участие в проектах по техническому обслуживанию систем кондиционирования и вентиляции с наставником: Проведение плановых технических работ; Диагностика, выявление и устранение неисправностей в работе оборудования; Работа с газами и сосудами под давлением; Выполнение электромонтажных работ; Написание отчётов о проделанной работе. Наши ожидания Понимание принципов работы систем холодоснабжения; Понимание принципов работы систем вентиляции; Желание учиться и разбираться в особенностях инженерных систем; Внимательность к деталям, ответственность, усидчивость, исполнительность, пунктуальность. Готовность к командировкам; Уверенное владение ПК: AutoCAD, MS Office (Word, Excel, Outlook); Студенты последних курсов технических колледжей и ВУЗов. Будет плюсом Знание технического английского языка, на уровне чтения документации; Навыки деловой переписки. Другие вакансии Стажер-инженер по мультимедийным системам Стажер-сервисный инженер по электропитанию Стажер-менеджер по сервисным проектам инженерных систем Ведущий инженер/Эксперт (Мультимедийные системы) Инженер сервисного обслуживания систем бесперебойного и гарантированного электроснабжения Мы предлагаем Оплачиваемую стажировку возможность гибко строить свой карьерный трек Гибкий график от 30 часов в неделю и возможность совмещать работу с учебой Компенсацию питания в уютном CROC Cafe Профессиональное развитие курсы и тренинги от корпоративного университета, внешнее обучение за счет компании Well-being-программы расширенный пакет ДМС со стоматологией и психологом, телемедицина 24/7, HotLineCROC Спорт сезонные спортивные программы, современный спортзал для занятий в офисе, беговой клуб, приложение Croc Sport, командные соревнования Яркую корпоративную жизнь совместные путешествия, праздники, тимбилдинги, клуб путешественников Комфортный офис компенсация питания в CROC Cafe, экосистема сервисов, парковка, корпоративный транспорт от метро ",Не имеет значения,Без опыта,КРОК,Москва,Московская область,Россия,менее 50,"['Инжиниринг', 'Начало карьеры, мало опыта']",0.0
Системный администратор Linux,rub," Обязанности: Настройка и обслуживание сетевых сервисов, таких как DNS, NTP, SNMP и других; Настройка и обслуживание серверов Postfix, Squid, Apache, Nginx, PostgreSQL, Asterix, HA proxy и другие; Мониторинг производительности и доступности систем; Анализ и повышение производительности, выявление узких мест и оптимизация рабочих процессов; Обеспечение безопасности систем; Резервное копирование и восстановление данных. Требования: Отличное знание операционной системы Linux и стандартных сетевых протоколов; Опыт на аналогичной должности от 3х лет; Высшее образование; Опыт администрирования UNIX подобных операционных систем, администрирование серверов Postfix, Apache, PostgreSQL, HA proxy, Asterisk; Опыт обслуживания систем мониторинга (Zabbix, Grafana). Опыт в написании скриптов bash; Опыт работы в системах виртуализации; Знание сетевых технологий. Условия: Фиксированный оклад+ квартальные премии; График работы : пн-чт 9.00-18.00 ( работа в офисе);пт 09.00-16.45. Начало рабочего дня можно сместить; Расширенный социальный пакет (программа ДМС с первого рабочего дня со стоматологией, тренажерный зал, компенсация отпуска в размере оклада со второго года работы в Фонде, компенсация больничного листа до 10 дней в году, доктор в офисе; детские праздники); Место работы: м. Пушкинская, Чеховская, Тверская. ",Не имеет значения,От 3 лет,НПФ Благосостояние,Москва,Московская область,Россия,500 — 1000,['Системное администрирование'],0.0
Стажёр-разработчик программного обеспечения,rub," О компании В Amazon мы нанимаем лучших специалистов в области технологий, чтобы создавать инновационные решения для наших клиентов. Одержимость клиентами — часть нашей ДНК, именно она сделала нас одним из самых любимых брендов в мире. Мы ищем любознательных специалистов, готовых мыслить масштабно и формировать технологии будущего. В Amazon вы сможете расти как высокоэффективный инженер в окружении опытных наставников и культуры непрерывного обучения. О роли Стажёры-разработчики Amazon используют современные технологии для решения сложных задач и видят результат своей работы уже в процессе стажировки. Проблемы, которые мы решаем, значимы и влияют на миллионы клиентов, продавцов и продуктов по всему миру. Мы ищем людей, увлечённых созданием новых продуктов, функций и сервисов, способных работать в условиях неопределённости, когда циклы разработки измеряются неделями, а не годами. В Amazon мы верим в ответственность на каждом уровне. Как стажёр, вы будете управлять полным жизненным циклом своего кода — от проектирования до развертывания и последующей эксплуатации. Такой подход в сочетании с приверженностью операционному совершенству позволяет нам предоставлять клиентам решения высочайшего качества. Ключевые обязанности: Эффективно взаимодействовать с опытными специалистами из разных областей для проектирования, создания и эксплуатации инновационных продуктов и сервисов, которые радуют клиентов; участвовать в технических обсуждениях и предлагать решения. Проектировать и разрабатывать масштабируемые решения с использованием облачных архитектур и микросервисов в крупной распределённой вычислительной среде. Участвовать в проверке кода (code review) и вносить вклад в техническую документацию. Создавать и поддерживать отказоустойчивые распределённые системы, которые масштабируются, устойчивы к сбоям и экономически эффективны. Использовать и развивать инструменты на основе генеративного ИИ (GenAI) и искусственного интеллекта для повышения продуктивности разработки, отслеживая современные технологические тренды. Писать чистый, поддерживаемый код, следуя лучшим практикам и шаблонам проектирования. Демонстрировать операционное совершенство: мониторинг, поиск и устранение проблем в рабочей среде. Типичный день: На время стажировки вы будете закреплены за руководителем (manager) и наставником (mentor). У вас будет возможность влиять на развитие технологий Amazon и вести ключевые проекты уже на раннем этапе карьеры. Помимо работы над значимым проектом, вы сможете общаться с сотрудниками Amazon для личного и профессионального развития, расширять сеть контактов и участвовать в мероприятиях вместе с другими стажёрами. Где бы ни проходила ваша стажировка, вы получите все инструменты, чтобы управлять своим проектом и учиться в реальной рабочей среде. Сообщество и поддержка Сообщество стажёров: Вы станете частью активного сообщества, которое поддерживает ваш рост. Вы будете сотрудничать со стажёрами со всего мира, участвовать в социальных мероприятиях и можете присоединиться к специализированным группам (например, по устойчивому развитию), чтобы расширить свой кругозор. Поддержка: Программа стажировки обеспечивает надёжную систему поддержки: еженедельные консультационные часы, выделенная ИТ- и HR-поддержка, а также команда программы, нацеленная на ваш успех. Обучающие сессии: Эксклюзивные обучающие сессии помогут вам улучшить навыки, предоставляя доступ к передовым образовательным платформам Amazon и опыту лидеров индустрии. Эти структурированные возможности развития подготовят вас к следующему шагу в карьере. Возможности после стажировки: При успешном завершении стажировки вы можете быть рассмотрены на позицию для выпускников или на повторную стажировку, что позволит продолжить ваш путь в Amazon. Стажёры получают конкурентную ежемесячную зарплату, поддержку с переездом (relocation) и доступ к ряду льгот для сотрудников. Базовые требования: На момент подачи заявки обучаетесь на программе бакалавриата или выше в области компьютерных наук, компьютерной инженерии или смежных специальностей. Знание языков программирования, таких как C/C++, Python, Java или Perl. Понимание фундаментальных принципов компьютерных наук: объектно-ориентированное проектирование, операционные системы, алгоритмы, структуры данных и анализ сложности. Предпочтительные квалификации: Опыт прохождения технической стажировки. Опыт работы с распределёнными многоуровневыми системами, алгоритмами и реляционными базами данных. Опыт в области оптимизационной математики (линейное программирование, нелинейная оптимизация и т.п.). Способность чётко формулировать технические вызовы и предлагать решения. Умение работать с неопределёнными или слабо структурированными задачами, способность к абстрактному мышлению. Условия участия: Стажировка предполагает полную занятость (до 40 часов в неделю). Работа в офисе, с понедельника по пятницу. Конкретные часы работы уточняются с руководителем команды. Во время рабочего дня у стажёра не должно быть конфликтующих обязательств (учебных, трудовых и т.д.). ",Не имеет значения,Без опыта,Amazon,Москва,Московская область,Россия,менее 50,"['Разработка, программирование', 'Внедрение и сопровождение ПО']",0.0
Стажер отдела кастинга,rub," О компании DreamWorks Animation ищет авантюристов, мечтающих покорить вершины. Мы рассказываем истории о нестандартных героях, которые стремятся воплотить мечты в реальность. Как студия, ориентированная на рост, мы гордимся тем, что являемся одним из ведущих мировых производителей высококачественных анимационных фильмов и сериалов, получивших признание критиков и зрителей по всему миру. DreamWorks создает разнообразный оригинальный контент в различных форматах, предлагая увлекательные истории с уникальными персонажами. Мы ценим опыт, который наши сотрудники привносят в общее дело, их нестандартные пути к успеху. Мы верим в прозрачность, доверие и постоянное общение. Мы — сообщество художников, технологов, новаторов и творцов, увлеченных анимацией. Программа стажировки также включает в себя уникальные возможности: серии встреч с руководителями (executive speaker series), профессиональные семинары, творческие мастер-классы, мероприятия по взаимодействию с сообществом, кинопоказы и многое другое. Описание стажировки: Программа летней стажировки 2026 года: Прием заявок закрывается: 16 марта 2026 года в 23:59 по тихоокеанскому времени (PT) Даты программы: 8 июня – 14 августа 2026 года График: Полная занятость (40 часов в неделю) Формат: Очный (работа в офисе) DreamWorks Animation приглашает стажера в отдел кастинга телевизионного направления. Стажер получит представление о процессе кастинга и работе с актерами озвучивания в телевизионной анимации, тесно сотрудничая с директорами по кастингу и по работе с талантами. Обязанности: Работа с производственными командами: подготовка и распространение сцен (sides) среди агентов. Сохранение и организация материалов прослушиваний (auditions). Совместно с ассистентом по кастингу обновление списков с фотографиями (headshots), агентствами и фильмографией. Помощь отделу по работе с талантами в подготовке к сессиям записи (проверка доступности студии, сбор подписанных документов от актеров, заказ питания и т.д.). Помощь команде кастинга в монтаже материалов прослушиваний и аудиосэмплов. Оформление пропусков (Drive Ons) и сопровождение талантов и гостей на встречах и сессиях записи. Совместно с ассистентом по кастингу подготовка переговорных комнат для презентаций и кастинг-сессий. Квалификация и требования: Базовые требования: Самостоятельность, инициативность, умение работать в команде. Отличные письменные и устные коммуникативные навыки, организаторские способности, умение расставлять приоритеты, высокое внимание к деталям. Опыт работы с Microsoft Office (Word, Excel), Google Suite (Gmail) и Adobe Acrobat. Знание игроков индустрии (восходящих звезд и известных актеров). Сильные навыки написания текстов, коммуникации и презентации. Уверенное общение с ассистентами агентств и руководителей (по электронной почте и телефону). Обучение на степень ассоциата, бакалавра или магистра в колледже/университете (либо недавний выпускник — в течение шести месяцев после получения диплома). Возраст от 18 лет. Готовность работать в Глендейле, Калифорния. Способность самостоятельно обеспечить переезд, жилье и транспорт. Наличие разрешения на работу в США без необходимости спонсорства визы. Желательные качества: Предпочтение отдается студентам специальностей «Телевидение», «Кино», «Медиа», но рассматриваются все кандидаты с интересом к кастингу, работе с талантами и анимационной индустрии. Условия работы: Гибридный формат: В настоящее время — минимум 3 дня в офисе. С 5 января 2026 года требование увеличится до 4 дней в неделю. Компания оставляет за собой право изменять требования к присутствию в офисе в любое время. ",Не имеет значения,Без опыта,DreamWorks,Москва,Московская область,Россия,менее 50,['Компьютерная анимация\xa0и\xa0мультимедиа'],0.0
Системный администратор (м. Некрасовка),rub,"Обязанности: Согласно единому квалификационному справочнику и профессиональному стандарту Поддерживает бесперебойное функционирование вычислительной сети. Осуществляет поддержку функционирования баз данных вычислительной сети. Обеспечивает целостность данных, защиту их от несанкционированного доступа, регулирует права доступа пользователей вычислительной сети к ресурсам вычислительной сети. Выполняет установленные требования по резервному копированию данных вычислительной сети. Ведет и контролирует работу всех ЭЦП в ОО (создание/перевыпуск/установка на ПК, помощь в работе с ЭЦП) Требования: Высшее профессиональное (техническое или инженерно-экономическое) образование и стаж работы по специальности не менее 3 лет. Условия: Оформление по ТК РФ; 5-дневная рабочая неделя; Стабильные выплаты заработной платы. ",Не имеет значения,От 3 лет,ГБОУ Школа № 2053,Москва,Московская область,Россия,50 — 100,['Системное администрирование'],100000.0
Технический специалист/ Системный администратор,rub," Обязанности: Установка, обновление и администрирование операционных систем и программного обеспечения. Обеспечение информационной безопасности: защита от вирусов, хакерских атак, утечек данных. Поддержка пользователей: помощь в решении технических проблем, обучение работе с ПО и оборудованием. Мониторинг производительности систем, выявление и устранение сбоев. Требования: Опыт работы системным администратор от 1 до 3 лет Умение работать с системами резервного копирования и восстановления данных. Коммуникабельность, стрессоустойчивость, умение объяснять сложные вещи простым языком. Условия: Оформление по ТК РФ. График работы: полный день Возможности профессионального роста и обучения. ",Не имеет значения,От 1 года,ГБОУ Школа № 657,Москва,Московская область,Россия,менее 50,"['Системное администрирование', 'Техническая поддержка']",90000.0
Fullstack-разработчик (PHP / October CMS),rub," Мы ищем профессионала, готового подтвердить свои навыки на практике. Процесс отбора обязательно включает выполнение технического тестового задания и прохождение ревью. О проекте: Развитие и поддержка дилерских порталов и внутренних веб-систем крупнейшего дистрибьютора мототехники в России. Нам нужен универсальный разработчик, способный эффективно работать как с архитектурой, так и с пользовательскими интерфейсами. Задачи: Разработка новых проектов с нуля. Поддержка и развитие функционала дилерского портала. Модификация и поддержка интеграций с веб-сервисами обмена 1С (УНФ и УТ). Поддержка чистоты архитектуры и проведение рефакторинга текущих решений. Что мы ждем от кандидата: Уверенное владение PHP 8+ и экосистемой Laravel. Знание JavaScript, HTML5, CSS3, SCSS, BEM, Alpine js. Уверенное владение OctoberCMS v3 (будет преимуществом). Опыт проектирования REST API. Понимание того, что от стабильности вашего кода напрямую зависят операционные процессы компании. Разумная инициатива и обучаемость. Мы предлагаем: Доход: 200 000 — 250 000 руб. на руки. Питание: Бесплатные обеды в офисе. Здоровье: Программа ДМС. Прозрачность: Прямое взаимодействие с бизнесом и отсутствие бюрократии. Офис: Современное рабочее пространство в БЦ Синица Плаза Ключевые навыки: October CMS, PHP 8, Laravel, JavaScript, Redis, SQL. Основная работа будет связана с поддержкой портала на OctoberCMS v3. Мы готовы рассмотреть кандидата с большим опытом в Laravel, который готов быстро освоить систему. Ключевые навыки: Знание алгоритмов, Использование фреймворков, Написание кода, Оптимизация производительности, Проведение тестирования, Работа с базами данных, Разработка архитектуры приложений ",Не имеет значения,От 3 лет,ТД ПИК,Москва,Московская область,Россия,менее 50,"['Разработка, программирование']",225000.0
Автокурьер на личном авто (Оплата патента),rub," Доход от 70 000 до 160 000 ₽ в месяц Средний доход — 130 000 ₽ В среднем за смену — 5 400 ₽ Разъездной формат работы. Можно как на полный день, так и в формате подработки. Как формируется доход: Ставка за каждую доставку В среднем 5 400 ₽ за смену Компенсация ГСМ Бонус за выполненную работу Надбавка за стаж: +3 000 ₽ Бонус «Приведи друга» — 15 000 ₽ Выплаты стабильные, без задержек. График работы: 5;2, 2;2, 3/3, 6/1 Можно работать 4–6 часов в день. Подходит для подработки и совмещения с учёбой. Формат сотрудничества: Самозанятость Трудовой договор Мы предоставляем: Оплату патента и регистрации Оплату медицинской книжки Бесплатное двухразовое питание Выдачу фирменной формы Полностью оплачиваемое обучение Возможность брать дополнительные и ночные смены Карьерные возможности: Прозрачный карьерный рост Возможность увеличить доход за счёт количества заказов и смен Нам подойдут кандидаты: Можно без опыта — обучаем Ответственные и пунктуальные Готовые к разъездному характеру работы Если хотите стабильный доход, гибкий график и понятные условия — откликайтесь. Менеджер свяжется с вами и подробно расскажет о маршрутах и условиях сотрудничества. Наша вакансия также подойдет вам, если вы искали: на личном авто, подработка, работа выходного дня, свободный график, гибкий график, доставщик, доставка, доставка документов посылок, работа в районе, работа рядом с домом, без опыта, начинающий специалист, работа на выходные, в вечернее время, яндекс доставка, самокат, яндекс еда, яндекс лавка, яндекс про, яндекс маркет, сбер маркет, магнит, пятёрочка, перекресток, дикси, лента, ашан, глобус, окей, детский мир, спорт мастер, летуаль, леруа мерлен, деливери клаб, delivery club, dostavista, достависта, dodo, додо, сдек. Дополнительные преимущества: Питание Проезд, бензин Скидки в компании Ключевые навыки: Вежливое общение с клиентами ",Не имеет значения,Без опыта,Тануки,Москва,Московская область,Россия,1000 — 5000,"['Web-дизайн (UI/UX)', 'Компьютерная анимация\xa0и\xa0мультимедиа']",115000.0
"Стажер-программист, специализирующийся на потоковых алгоритмах",rub," О команде Команда алгоритмов потокового вещания (Streaming Algorithms Team) отвечает за качество воспроизведения Netflix как для прямых трансляций (Live), так и для видео по запросу (VoD). Мы разрабатываем адаптивные алгоритмы потокового вещания в плеерах Netflix и оптимизируем производительность системы на различных участках пути передачи данных. Наша команда влияет на ⅓ интернет-трафика, формирует опыт просмотра Netflix и, например, обеспечила студийное качество звука для «Очень странных дел». В настоящее время мы сосредоточены на повышении масштабируемости системы прямых трансляций, улучшении качества и снижении задержки. Мы стремимся к мгновенному старту воспроизведения, отличному качеству и отсутствию неожиданных остановок. Кого мы ищем Мы приглашаем к сотрудничеству исследовательских партнёров — аспирантов на раннем этапе обучения (PhD) и их научных руководителей, чтобы развивать наши системы для поддержки большего количества одновременных прямых трансляций с ещё более высоким качеством. Основные требования * Статус: аспирант на раннем этапе PhD (ещё не выбрана тема диссертации). Также рассматриваются аспиранты более поздних этапов, если их диссертация тесно связана с качеством восприятия (QoE) и масштабируемостью прямых трансляций. * Область знаний: опыт исследовательских проектов в одной из следующих сфер: сетевые измерения (network measurement); алгоритмы, связанные с производительностью сети (контроль перегрузок, адаптивный стриминг); доставка контента (content delivery); технологии кодирования (encoding technologies). * Склонность к действию: избегаете «паралича анализа», готовы идти на разумный риск. Будет плюсом * Опыт применения статистики и проведения экспериментов в исследовательских проектах. * Опыт работы с видео. Чем предстоит заниматься Вы поможете нам ещё больше повысить масштабируемость системы прямых трансляций и качество воспроизведения (QoE) на миллионах устройств Netflix. В ваши задачи будет входить: * Участие в эволюции архитектуры системы на всём пути передачи данных. * Проведение контролируемых полевых экспериментов для проверки улучшений. Условия работы * Длительность: 40 часов в неделю в течение 12 недель в период с мая по сентябрь. Возможно продление в долгосрочное исследовательское сотрудничество. * Локация: офис в Лос-Гатосе, Калифорния (при условии действующих ограничений — возможна гибридная или дистанционная составляющая). ",Не имеет значения,От 1 года,Netflix,Москва,Московская область,Россия,менее 50,"['Игровое ПО / Геймдев', 'Разработка, программирование', 'Начало карьеры, мало опыта', 'Внедрение и сопровождение ПО']",0.0
Инженер КИПиА,rub," Обязанности: -Обеспечение бесперебойной работы электронных средств управления оборудования; -Ремонт, диагностика и обслуживание промышленного и технологического оборудования; -Внедрение и разработки новых схем и средств автоматизации для улучшения эффективности стабильности работы АСУ ТП. Требования: -Опыт работы на автоматических линиях; -Ремонт, настройка, программирование контроллеров, частотных преобразователей и др. средств промышленной электроники; -Чтение электросхем оборудования, знание элементной базы электрики и автоматики. -Наличие 3-й квалификационной группы по электробезопасности. Желательно программирование контроллеров: Siemens, Omron. Условия: - Комфортный регулярный корпоративный транспорт от г.Дмитрова и г.Лобня; - Постоянный сменный график работы (1 день с 08:00 до 20:00/2 день с 20:00 до 08:00, 2 выходных) подработки только по вашему желанию; - Полностью официальное трудоустройство и соблюдение ТК РФ с первого дня работы (вся заработная плата перечисляется на карту 2 раза в месяц); - Ежегодный отпуск в летний период; - Полное обеспечение спец.одеждой и обувью за счет работодателя; - Ежегодный медицинский осмотр за счет работодателя; - Комплексный обед по желанию (133 рубля); - Корпоративные мероприятия; - Корпоративные подарки, в том числе и детям на НГ, материальная помощь по ситуации; - Скидка на готовую продукцию (40%); - Ежемесячные премии (КТУ), годовой бонус, индивидуально за личный вклад; - Бесплатная охраняемая автостоянка для личного транспорта, - Комфортные условия работы. Мы находимся по адресу:Московская область, городской округ Мытищи, поселок Птицефабрики, ул. Фабричная, владение 8, строение 3. (за ТЦ 5 Планет) Как к нам добраться из г Лобня:, автобус 36, 42, 60, остановка "" Птицефабрика"" (время в пути 10 минут). ",Среднее специальное,От 1 года,Фабрика АХМАД ТИ,Дмитров,Московская область,Россия,100 — 500,['Инжиниринг'],200000.0
Инженер КИПиА,rub," Обязанности: Обеспечение работоспособности технологического оборудования предприятия, диагностика и выявление неисправностей, вышедшего из строя оборудования, оформление технической, оперативной документации, учёт и контроль использования материально-технических ресурсов. Умение работать с проектно-технической документацией, производить монтаж, ремонт, настройку, частотных преобразователей, производить пуско - наладочные работы. Требования: Программирование промышленных контроллеров: Siemens, Yokogawa, Delta V. Omron, работа по специальности не менее 1 года. Условия : - график работы: 5/2, с 9-00 до 18-00, - обеденный перерыв, бесплатные обеды и ужины; - Полный рабочий день на территории работодателя. - больничные, праздничные дни, отпуска по ТК РФ. ",Высшее,От 1 года,СК РЫБА,Троицк,Московская область,Россия,100 — 500,['Инжиниринг'],70000.0
"Инженер ИТ, инспектор информационных технологий связи",rub," Требования: высшее техническое образование, отсутствие судимостей, годные к военной службе без значительных ограничений, предусмотрена отсрочка от службы в армии • Убедительная просьба если заинтересованы в вакансии присылайте резюме мне в Телеграм (mereev_denis) или МАХ я обязательно отвечу ссылка Сотрудник полиции - Инжинер Среднемесячная заработная плата офицерского состава от 75 000 рублей. Возможность получения жилья в Калининском районе города Санкт-Петербурга; Обязательное государственное страхование; Бесплатное медицинское обслуживание (Вас и членов Вашей семьи) в медицинских учреждениях МВД; Оплачиваемый ежегодный отпуск, в том числе, в санаториях МВД (40 дней + дни на дорогу к месту проведения отпуска и обратно. Увеличение отпуска пропорционально выслуге лет); Оплачиваемый учебный отпуск; Возможность получения бесплатного высшего образования (в том числе, второго, в учебных заведениях МВД России). Требования: • Техническая и практическая поддержка пользователей при работе с компьютерной и офисной техникой • Настройка программного обеспечения Требования: • Среднее или высшее техническое образование • Знание ПК Условия: • График работы 5/2 • Отпуск 40 суток • Оформление по трудовому договору Годность к военной службе Условия: Убедительная просьба если заинтересованы в вакансии присылайте резюме мне в Телеграм я обязательно отвечу.",Высшее,Без опыта,УМВД России по Калининскому району,Санкт-Петербург,Ленинградская область,Россия,500 — 1000,"['Инжиниринг', 'Разработка, программирование', 'Техническая поддержка']",82500.0
